Bảo hành cũ,Giá máy cũ,Tên,Giá máy mới,Bảo hành mới,Tiết kiệm,Công nghệ CPU,Số nhân,Số luồng,Tốc độ CPU,Tốc độ tối đa,Bộ nhớ đệm,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Màn hình,Độ phân giải,Tần số quét,Công nghệ màn hình,Màn hình cảm ứng,Card màn hình,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Khe đọc thẻ nhớ,Webcam,Tính năng khác,Đèn bàn phím,"Kích thước, trọng lượng",Chất liệu,Thông tin Pin,Hệ điều hành,Thời điểm ra mắt
Bảo hành: 19.5 tháng chính hãng,24.170.000₫,Lenovo YOGA Slim 7 Carbon 13ITL5 i5 1135G7/16GB/512GB/Win10 (82EV0016VN),Giá máy mới: 28.990.000₫,chính hãng laptop 2 năm,5.830.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,13.3 inch,QHD (2560 x 1600),,"300 nits Glossy
Chống chói Anti Glare
Dolby Vision
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Audio by Harman/Kardon Dolby Atmos,"2 x Thunderbolt 4 USB-C
Jack tai nghe 3.5 mm
USB Type-C",Bluetooth 5.0 Wi-Fi 6 (802.11ax),,Camera IR HD webcam,"Bản lề mở 180 độ
Mở khóa khuôn mặt
Tiêu chuẩn Nền Intel Evo
Độ bền chuẩn quân đội MLT STD 810G",Có,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,Mặt lưng Carbon - Chiếu nghỉ tay bằng Nhôm Magie,"Li-Polymer, 50 Wh",Windows 10 Home SL,2020
Bảo hành: 21.5 tháng chính hãng,24.680.000₫,Lenovo YOGA Slim 7 Carbon 13ITL5 i5 1135G7/16GB/512GB/Win10 (82EV0016VN),Giá máy mới: 28.990.000₫,chính hãng laptop 2 năm,5.830.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,13.3 inch,QHD (2560 x 1600),,"300 nits Glossy
Chống chói Anti Glare
Dolby Vision
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Audio by Harman/Kardon Dolby Atmos,"2 x Thunderbolt 4 USB-C
Jack tai nghe 3.5 mm
USB Type-C",Bluetooth 5.0 Wi-Fi 6 (802.11ax),,Camera IR HD webcam,"Bản lề mở 180 độ
Mở khóa khuôn mặt
Tiêu chuẩn Nền Intel Evo
Độ bền chuẩn quân đội MLT STD 810G",Có,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,Mặt lưng Carbon - Chiếu nghỉ tay bằng Nhôm Magie,"Li-Polymer, 50 Wh",Windows 10 Home SL,2020
Bảo hành: 22 tháng chính hãng,24.800.000₫,Lenovo YOGA Slim 7 Carbon 13ITL5 i5 1135G7/16GB/512GB/Win10 (82EV0016VN),Giá máy mới: 28.990.000₫,chính hãng laptop 2 năm,5.830.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,13.3 inch,QHD (2560 x 1600),,"300 nits Glossy
Chống chói Anti Glare
Dolby Vision
Tấm nền IPS",,Card tích hợp - Intel Iris Xe Graphics,Audio by Harman/Kardon Dolby Atmos,"2 x Thunderbolt 4 USB-C
Jack tai nghe 3.5 mm
USB Type-C",Bluetooth 5.0 Wi-Fi 6 (802.11ax),,Camera IR HD webcam,"Bản lề mở 180 độ
Mở khóa khuôn mặt
Tiêu chuẩn Nền Intel Evo
Độ bền chuẩn quân đội MLT STD 810G",Có,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,Mặt lưng Carbon - Chiếu nghỉ tay bằng Nhôm Magie,"Li-Polymer, 50 Wh",Windows 10 Home SL,2020
Bảo hành: 9.5 tháng chính hãng,23.080.000₫,Dell Vostro 5301 i7 1165G7/8GB/512GB/2GB MX350/Win10 (V3I7129W),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 (On board),4267 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,13.3 inch,Full HD (1920 x 1080),60 Hz,"Chống chói Anti Glare
LED Backlit
Độ sáng 300 nits",,"Card rời - NVIDIA GeForce MX350, 2 GB",Realtek High Definition Audio Waves MaxxAudio,"2 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
USB Type-C",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 306 mm - Rộng 204 mm - Dày 15.9 mm - Nặng 1.06 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 40 Wh",Windows 10 Home SL,2020
Bảo hành: 3 tháng tại TGDD,23.030.000₫,Apple MacBook Air 2020 i3 1.1GHz/8GB/256GB (MWTL2SA/A),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i3 Thế hệ 10,,,1.10 GHz,Turbo Boost 3.2 GHz,,8 GB,LPDDR4X (On board),3733 MHz,Không hỗ trợ nâng cấp,256 GB SSD,13.3 inch,Retina (2560 x 1600),,Công nghệ IPS LED Backlit,,Card tích hợp - Intel Iris Plus Graphics,"3 microphones
Headphones
Loa kép (2 kênh)",2 x Thunderbolt 3 (USB-C),Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,720p FaceTime Camera,Bảo mật vân tay Hỗ trợ eGPU rời,Có,Dài Dài 304.1 mm - Rộng Rộng 212.4 mm - Dày Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,Vỏ kim loại nguyên khối,Khoảng 10 tiếng,Mac OS,2020
Bảo hành: 3 tháng tại TGDD,23.030.000₫,Apple MacBook Air 2020 i3 1.1GHz/8GB/256GB (MWTL2SA/A),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i3 Thế hệ 10,,,1.10 GHz,Turbo Boost 3.2 GHz,,8 GB,LPDDR4X (On board),3733 MHz,Không hỗ trợ nâng cấp,256 GB SSD,13.3 inch,Retina (2560 x 1600),,Công nghệ IPS LED Backlit,,Card tích hợp - Intel Iris Plus Graphics,"3 microphones
Headphones
Loa kép (2 kênh)",2 x Thunderbolt 3 (USB-C),Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,720p FaceTime Camera,Bảo mật vân tay Hỗ trợ eGPU rời,Có,Dài Dài 304.1 mm - Rộng Rộng 212.4 mm - Dày Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,Vỏ kim loại nguyên khối,Khoảng 10 tiếng,Mac OS,2020
Bảo hành: 3 tháng tại TGDD,23.030.000₫,Apple MacBook Air 2020 i3 1.1GHz/8GB/256GB (MWTL2SA/A),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i3 Thế hệ 10,,,1.10 GHz,Turbo Boost 3.2 GHz,,8 GB,LPDDR4X (On board),3733 MHz,Không hỗ trợ nâng cấp,256 GB SSD,13.3 inch,Retina (2560 x 1600),,Công nghệ IPS LED Backlit,,Card tích hợp - Intel Iris Plus Graphics,"3 microphones
Headphones
Loa kép (2 kênh)",2 x Thunderbolt 3 (USB-C),Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,720p FaceTime Camera,Bảo mật vân tay Hỗ trợ eGPU rời,Có,Dài Dài 304.1 mm - Rộng Rộng 212.4 mm - Dày Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,Vỏ kim loại nguyên khối,Khoảng 10 tiếng,Mac OS,2020
Bảo hành: 3 tháng tại TGDD,23.030.000₫,Apple MacBook Air 2020 i3 1.1GHz/8GB/256GB (MWTL2SA/A),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i3 Thế hệ 10,,,1.10 GHz,Turbo Boost 3.2 GHz,,8 GB,LPDDR4X (On board),3733 MHz,Không hỗ trợ nâng cấp,256 GB SSD,13.3 inch,Retina (2560 x 1600),,Công nghệ IPS LED Backlit,,Card tích hợp - Intel Iris Plus Graphics,"3 microphones
Headphones
Loa kép (2 kênh)",2 x Thunderbolt 3 (USB-C),Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,720p FaceTime Camera,Bảo mật vân tay Hỗ trợ eGPU rời,Có,Dài Dài 304.1 mm - Rộng Rộng 212.4 mm - Dày Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,Vỏ kim loại nguyên khối,Khoảng 10 tiếng,Mac OS,2020
Bảo hành: 3 tháng tại TGDD,23.030.000₫,Apple MacBook Air 2020 i3 1.1GHz/8GB/256GB (MWTL2SA/A),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i3 Thế hệ 10,,,1.10 GHz,Turbo Boost 3.2 GHz,,8 GB,LPDDR4X (On board),3733 MHz,Không hỗ trợ nâng cấp,256 GB SSD,13.3 inch,Retina (2560 x 1600),,Công nghệ IPS LED Backlit,,Card tích hợp - Intel Iris Plus Graphics,"3 microphones
Headphones
Loa kép (2 kênh)",2 x Thunderbolt 3 (USB-C),Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,720p FaceTime Camera,Bảo mật vân tay Hỗ trợ eGPU rời,Có,Dài Dài 304.1 mm - Rộng Rộng 212.4 mm - Dày Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,Vỏ kim loại nguyên khối,Khoảng 10 tiếng,Mac OS,2020
Bảo hành: 3 tháng tại TGDD,23.030.000₫,Apple MacBook Air 2020 i3 1.1GHz/8GB/256GB (MWTL2SA/A),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i3 Thế hệ 10,,,1.10 GHz,Turbo Boost 3.2 GHz,,8 GB,LPDDR4X (On board),3733 MHz,Không hỗ trợ nâng cấp,256 GB SSD,13.3 inch,Retina (2560 x 1600),,Công nghệ IPS LED Backlit,,Card tích hợp - Intel Iris Plus Graphics,"3 microphones
Headphones
Loa kép (2 kênh)",2 x Thunderbolt 3 (USB-C),Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,,720p FaceTime Camera,Bảo mật vân tay Hỗ trợ eGPU rời,Có,Dài Dài 304.1 mm - Rộng Rộng 212.4 mm - Dày Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,Vỏ kim loại nguyên khối,Khoảng 10 tiếng,Mac OS,2020
Bảo hành: 3 tháng tại TGDD,22.920.000₫,Lenovo Legion Y530 15 i7 8750H/8GB/2TB+16GB/4GB GTX1050Ti/Win10 (81FV008LVN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i7 Coffee Lake - 8750H,,,2.20 GHz,Turbo Boost 4.1 GHz,,8 GB,DDR4 (2 khe),2666 MHz,16 GB,2 TB Intel Optane 16 GB,15.6 inch,Full HD (1920 x 1080),,60Hz Tấm nền IPS,,"Card rời - NVIDIA GeForce GTX 1050Ti, 4 GB",Dolby AudioPremium,"3 x USB 3.1
HDMI
LAN (RJ45)
Mini DisplayPort
USB Type-C",Bluetooth 4.2 Wi-Fi 802.11 a/b/g/n/ac,,,,Có,Dài Dài 365 mm - Rộng Rộng 260 mm - Dày Dày 23.9 mm - Nặng 2.3 kg,Vỏ nhựa,Li - Polymer 3 cell,Windows 10 Home SL,2018
Bảo hành: 22 tháng chính hãng,22.920.000₫,Asus TUF Gaming FX506HCB i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN139T),Giá máy mới: 25.990.000₫,Thời gian bảo hành: 2 năm,3.070.000₫ (11%),Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) SSD 512 GB NVMe PCIe,15.6 inch,Full HD (1920 x 1080),144 Hz,"Chống chói Anti Glare
LED Backlit
Tấm nền IPS",,"Card rời - NVIDIA GeForce RTX3050, 4 GB",DTS X:Ultra Audio,"3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
USB Type-C",Bluetooth 5.2 Wi-Fi 6 (802.11ax),,HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 22 tháng chính hãng,22.920.000₫,Asus TUF Gaming FX506HCB i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN139T),Giá máy mới: 25.990.000₫,Thời gian bảo hành: 2 năm,3.070.000₫ (11%),Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) SSD 512 GB NVMe PCIe,15.6 inch,Full HD (1920 x 1080),144 Hz,"Chống chói Anti Glare
LED Backlit
Tấm nền IPS",,"Card rời - NVIDIA GeForce RTX3050, 4 GB",DTS X:Ultra Audio,"3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
USB Type-C",Bluetooth 5.2 Wi-Fi 6 (802.11ax),,HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 22.5 tháng chính hãng,23.040.000₫,Asus TUF Gaming FX506HCB i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN139T),Giá máy mới: 25.990.000₫,Thời gian bảo hành: 2 năm,3.070.000₫ (11%),Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) SSD 512 GB NVMe PCIe,15.6 inch,Full HD (1920 x 1080),144 Hz,"Chống chói Anti Glare
LED Backlit
Tấm nền IPS",,"Card rời - NVIDIA GeForce RTX3050, 4 GB",DTS X:Ultra Audio,"3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
USB Type-C",Bluetooth 5.2 Wi-Fi 6 (802.11ax),,HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 23 tháng chính hãng,23.160.000₫,Asus TUF Gaming FX506HCB i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN139T),Giá máy mới: 25.990.000₫,Thời gian bảo hành: 2 năm,3.070.000₫ (11%),Intel Core i5 Tiger Lake - 11400H,6,12,2.70 GHz,Turbo Boost 4.5 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) SSD 512 GB NVMe PCIe,15.6 inch,Full HD (1920 x 1080),144 Hz,"Chống chói Anti Glare
LED Backlit
Tấm nền IPS",,"Card rời - NVIDIA GeForce RTX3050, 4 GB",DTS X:Ultra Audio,"3 x USB 3.2
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
USB Type-C",Bluetooth 5.2 Wi-Fi 6 (802.11ax),,HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 48 Wh",Windows 10 Home SL,2021
Bảo hành: 10 tháng chính hãng,22.830.000₫,Lenovo ThinkBook 14s Yoga ITL i5 1135G7/16GB/512GB/Touch/Pen/Win10 (20WE004DVN),Giá máy mới: 25.890.000₫,Thời gian bảo hành: 1 năm,3.060.000₫ (11%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,40 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),,"100% sRGB
Tấm nền IPS
Độ sáng 300 nits",Có,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio Sound by Dynaudio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),Micro SD,HD webcam,"Bút cảm ứng
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Vỏ kim loại,60Wh,Windows 10 Home SL,2021
Bảo hành: 10 tháng chính hãng,22.830.000₫,Lenovo ThinkBook 14s Yoga ITL i5 1135G7/16GB/512GB/Touch/Pen/Win10 (20WE004DVN),Giá máy mới: 25.890.000₫,Thời gian bảo hành: 1 năm,3.060.000₫ (11%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,40 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),,"100% sRGB
Tấm nền IPS
Độ sáng 300 nits",Có,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio Sound by Dynaudio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),Micro SD,HD webcam,"Bút cảm ứng
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Vỏ kim loại,60Wh,Windows 10 Home SL,2021
Bảo hành: 10 tháng chính hãng,22.830.000₫,Lenovo ThinkBook 14s Yoga ITL i5 1135G7/16GB/512GB/Touch/Pen/Win10 (20WE004DVN),Giá máy mới: 25.890.000₫,Thời gian bảo hành: 1 năm,3.060.000₫ (11%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,40 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),,"100% sRGB
Tấm nền IPS
Độ sáng 300 nits",Có,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio Sound by Dynaudio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),Micro SD,HD webcam,"Bút cảm ứng
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Vỏ kim loại,60Wh,Windows 10 Home SL,2021
Bảo hành: 10.5 tháng chính hãng,22.950.000₫,Lenovo ThinkBook 14s Yoga ITL i5 1135G7/16GB/512GB/Touch/Pen/Win10 (20WE004DVN),Giá máy mới: 25.890.000₫,Thời gian bảo hành: 1 năm,3.060.000₫ (11%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,40 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),,"100% sRGB
Tấm nền IPS
Độ sáng 300 nits",Có,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio Sound by Dynaudio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),Micro SD,HD webcam,"Bút cảm ứng
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Vỏ kim loại,60Wh,Windows 10 Home SL,2021
Bảo hành: 10.5 tháng chính hãng,22.950.000₫,Lenovo ThinkBook 14s Yoga ITL i5 1135G7/16GB/512GB/Touch/Pen/Win10 (20WE004DVN),Giá máy mới: 25.890.000₫,Thời gian bảo hành: 1 năm,3.060.000₫ (11%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,40 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),,"100% sRGB
Tấm nền IPS
Độ sáng 300 nits",Có,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio Sound by Dynaudio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),Micro SD,HD webcam,"Bút cảm ứng
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Vỏ kim loại,60Wh,Windows 10 Home SL,2021
Bảo hành: 10.5 tháng chính hãng,22.950.000₫,Lenovo ThinkBook 14s Yoga ITL i5 1135G7/16GB/512GB/Touch/Pen/Win10 (20WE004DVN),Giá máy mới: 25.890.000₫,Thời gian bảo hành: 1 năm,3.060.000₫ (11%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,40 GB,"Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),,"100% sRGB
Tấm nền IPS
Độ sáng 300 nits",Có,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio Sound by Dynaudio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
Thunderbolt 4 USB-C
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),Micro SD,HD webcam,"Bút cảm ứng
Bảo mật vân tay
Công tắc khóa camera",Có,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Vỏ kim loại,60Wh,Windows 10 Home SL,2021
Bảo hành: 13 tháng chính hãng,22.760.000₫,Lenovo Legion 5 Gaming 15IMH05 i7 10750H/8GB/256GB+1TB/120Hz/4GB GTX1650/Win10 (82AU0051VN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2933 MHz,16 GB,HDD 1 TB SATA 3 SSD 256 GB NVMe PCIe,15.6 inch,Full HD (1920 x 1080),120 Hz,Chống chói Anti-Glare Công nghệ IPS,,Card rời - NVIDIA GeForce GTX 1650 4 GB,Audio by Harman/Kardon,"4 x USB 3.1
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
USB Type-C",Bluetooth 5.0 Wi-Fi 6 (802.11ax),,HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 362 mm - Rộng 251.4 mm - Dày 23.57 mm - Nặng 2.3 kg,Vỏ nhựa,"4-cell Li-Po, 60 Wh",Windows 10 Home SL,2020
Bảo hành: 16.5 tháng chính hãng,23.650.000₫,Lenovo Legion 5 Gaming 15IMH05 i7 10750H/8GB/256GB+1TB/120Hz/4GB GTX1650/Win10 (82AU0051VN),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2933 MHz,16 GB,HDD 1 TB SATA 3 SSD 256 GB NVMe PCIe,15.6 inch,Full HD (1920 x 1080),120 Hz,Chống chói Anti-Glare Công nghệ IPS,,Card rời - NVIDIA GeForce GTX 1650 4 GB,Audio by Harman/Kardon,"4 x USB 3.1
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
USB Type-C",Bluetooth 5.0 Wi-Fi 6 (802.11ax),,HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 362 mm - Rộng 251.4 mm - Dày 23.57 mm - Nặng 2.3 kg,Vỏ nhựa,"4-cell Li-Po, 60 Wh",Windows 10 Home SL,2020
